calendar_id,equipment_id,component_id,event_type,window_start,failure_date,lead_window_days,midpoint,k,false_start_cutoff,false_start_decay_days
1619,276,1,Failure,2024-09-26,2024-10-13,17,0.55,10,,
1620,276,2,Failure,2024-08-09,2024-08-18,9,0.5,10,,
1621,276,1,Failure,2026-04-26,2026-05-09,13,0.55,10,,
1622,276,11,Failure,2026-01-25,2026-02-04,10,0.55,10,,
1623,276,2,FalseStart,2024-12-07,,11,0.5,10,0.41,7
1624,276,7,FalseStart,2026-02-01,,35,0.75,12,0.43,6
1625,277,12,Failure,2025-09-15,2025-09-20,5,0.5,11,,
1626,277,8,Failure,2026-02-14,2026-03-20,34,0.7,8,,
1627,277,1,Failure,2025-10-10,2025-10-23,13,0.55,10,,
1628,277,7,Failure,2025-11-15,2025-12-19,34,0.75,12,,
1629,277,5,Failure,2025-02-23,2025-03-03,8,0.45,12,,
1630,277,8,Failure,2025-10-04,2025-10-24,20,0.7,8,,
1631,277,11,Failure,2024-10-11,2024-10-25,14,0.55,10,,
1632,277,10,FalseStart,2026-04-24,,15,0.6,9,0.44,6
1633,277,2,FalseStart,2026-05-04,,10,0.5,10,0.68,4
1634,278,1,Failure,2025-08-23,2025-09-06,14,0.55,10,,
1635,278,7,Failure,2024-09-25,2024-11-02,38,0.75,12,,
1636,278,10,Failure,2025-11-08,2025-12-01,23,0.6,9,,
1637,278,8,Failure,2025-06-22,2025-07-14,22,0.7,8,,
1638,278,2,Failure,2025-03-17,2025-03-25,8,0.5,10,,
1639,278,2,Failure,2024-12-24,2025-01-06,13,0.5,10,,
1640,278,8,Failure,2026-04-07,2026-05-08,31,0.7,8,,
1641,278,12,FalseStart,2025-02-13,,12,0.5,11,0.72,7
1642,278,9,FalseStart,2026-01-05,,18,0.65,9,0.44,8
1643,279,1,Failure,2025-03-04,2025-03-20,16,0.55,10,,
1644,279,11,Failure,2025-06-01,2025-06-10,9,0.55,10,,
1645,279,7,Failure,2024-09-06,2024-10-02,26,0.75,12,,
1646,279,1,Failure,2025-06-03,2025-06-13,10,0.55,10,,
1647,279,4,Failure,2024-09-13,2024-09-26,13,0.5,11,,
1648,279,7,FalseStart,2025-06-22,,40,0.75,12,0.57,4
1649,279,5,FalseStart,2024-12-19,,5,0.45,12,0.48,4
1650,280,5,Failure,2025-08-08,2025-08-13,5,0.45,12,,
1651,280,7,Failure,2025-02-20,2025-03-20,28,0.75,12,,
1652,280,3,Failure,2026-02-18,2026-03-15,25,0.6,9,,
1653,280,4,Failure,2026-05-15,2026-05-28,13,0.5,11,,
1654,280,7,FalseStart,2025-09-14,,28,0.75,12,0.56,7
1655,281,5,Failure,2025-08-24,2025-08-31,7,0.45,12,,
1656,281,12,Failure,2024-09-08,2024-09-20,12,0.5,11,,
1657,281,8,Failure,2025-09-30,2025-10-26,26,0.7,8,,
1658,281,2,Failure,2025-01-29,2025-02-10,12,0.5,10,,
1659,281,12,FalseStart,2025-11-08,,11,0.5,11,0.61,7
1660,282,4,Failure,2025-12-04,2025-12-17,13,0.5,11,,
1661,282,8,Failure,2026-02-10,2026-03-07,25,0.7,8,,
1662,282,2,Failure,2025-07-22,2025-08-02,11,0.5,10,,
1663,282,1,Failure,2025-04-02,2025-04-19,17,0.55,10,,
1664,282,5,Failure,2024-12-25,2024-12-31,6,0.45,12,,
1665,282,6,Failure,2025-10-17,2025-10-29,12,0.6,10,,
1666,282,4,FalseStart,2024-08-05,,8,0.5,11,0.57,7
1667,282,9,FalseStart,2026-01-04,,24,0.65,9,0.74,4
1668,283,2,Failure,2025-11-26,2025-12-10,14,0.5,10,,
1669,283,11,Failure,2026-03-07,2026-03-19,12,0.55,10,,
1670,283,1,Failure,2025-11-28,2025-12-11,13,0.55,10,,
1671,283,6,Failure,2024-11-15,2024-12-04,19,0.6,10,,
1672,283,5,FalseStart,2026-05-15,,9,0.45,12,0.74,8
1673,284,2,Failure,2025-01-26,2025-02-10,15,0.5,10,,
1674,284,8,Failure,2026-02-27,2026-04-01,33,0.7,8,,
1675,284,1,Failure,2026-01-05,2026-01-15,10,0.55,10,,
1676,284,6,Failure,2024-07-31,2024-08-19,19,0.6,10,,
1677,284,3,FalseStart,2026-02-16,,21,0.6,9,0.51,5
1678,285,7,Failure,2024-07-28,2024-09-05,39,0.75,12,,
1679,285,4,Failure,2026-05-18,2026-05-29,11,0.5,11,,
1680,285,11,Failure,2025-06-25,2025-07-06,11,0.55,10,,
1681,285,1,Failure,2024-08-04,2024-08-22,18,0.55,10,,
1682,285,10,Failure,2026-03-26,2026-04-16,21,0.6,9,,
1683,285,11,Failure,2024-12-24,2025-01-05,12,0.55,10,,
1684,285,1,FalseStart,2026-01-26,,15,0.55,10,0.69,5
1685,285,12,FalseStart,2025-09-08,,10,0.5,11,0.61,6
1686,286,9,Failure,2026-06-02,2026-06-22,20,0.65,9,,
1687,286,6,Failure,2025-03-24,2025-04-11,18,0.6,10,,
1688,286,5,Failure,2025-12-07,2025-12-17,10,0.45,12,,
1689,286,6,Failure,2025-05-17,2025-06-02,16,0.6,10,,
1690,286,11,Failure,2025-10-05,2025-10-20,15,0.55,10,,
1691,286,4,Failure,2024-10-14,2024-10-22,8,0.5,11,,
1692,286,6,Failure,2025-09-09,2025-09-23,14,0.6,10,,
1693,286,7,FalseStart,2025-03-23,,30,0.75,12,0.59,5
1694,286,3,FalseStart,2025-07-24,,23,0.6,9,0.67,4
1695,287,8,Failure,2025-08-19,2025-09-20,32,0.7,8,,
1696,287,5,Failure,2024-10-06,2024-10-16,10,0.45,12,,
1697,287,2,Failure,2024-09-13,2024-09-21,8,0.5,10,,
1698,287,7,Failure,2024-11-19,2024-12-21,32,0.75,12,,
1699,287,8,Failure,2025-06-28,2025-08-01,34,0.7,8,,
1700,287,3,Failure,2026-03-23,2026-04-07,15,0.6,9,,
1701,287,9,FalseStart,2025-12-13,,22,0.65,9,0.59,5
1702,287,7,FalseStart,2025-12-05,,37,0.75,12,0.65,7
1703,289,3,Failure,2024-09-30,2024-10-21,21,0.6,9,,
1704,289,1,Failure,2026-06-06,2026-06-16,10,0.55,10,,
1705,289,1,Failure,2026-01-21,2026-02-04,14,0.55,10,,
1706,289,6,Failure,2025-12-05,2025-12-22,17,0.6,10,,
1707,289,12,FalseStart,2026-04-18,,7,0.5,11,0.52,8
1708,290,4,Failure,2026-03-09,2026-03-18,9,0.5,11,,
1709,290,3,Failure,2025-11-28,2025-12-12,14,0.6,9,,
1710,290,7,FalseStart,2026-05-13,,34,0.75,12,0.44,4
1711,291,3,Failure,2025-10-01,2025-10-18,17,0.6,9,,
1712,291,7,Failure,2025-03-07,2025-04-01,25,0.75,12,,
1713,291,5,Failure,2025-07-22,2025-07-30,8,0.45,12,,
1714,291,3,FalseStart,2025-07-14,,19,0.6,9,0.49,8
1715,292,2,Failure,2025-11-06,2025-11-14,8,0.5,10,,
1716,292,10,Failure,2025-01-12,2025-01-27,15,0.6,9,,
1717,292,4,Failure,2026-02-19,2026-02-27,8,0.5,11,,
1718,292,11,Failure,2024-11-13,2024-11-23,10,0.55,10,,
1719,292,5,Failure,2026-05-01,2026-05-07,6,0.45,12,,
1720,292,11,Failure,2025-08-04,2025-08-13,9,0.55,10,,
1721,292,3,FalseStart,2025-01-01,,20,0.6,9,0.72,5
1722,292,7,FalseStart,2024-09-06,,34,0.75,12,0.74,8
1723,293,1,Failure,2024-11-21,2024-12-04,13,0.55,10,,
1724,293,12,Failure,2024-11-02,2024-11-14,12,0.5,11,,
1725,293,11,Failure,2026-05-22,2026-05-30,8,0.55,10,,
1726,293,3,Failure,2025-10-15,2025-11-07,23,0.6,9,,
1727,293,6,Failure,2024-09-15,2024-10-01,16,0.6,10,,
1728,293,6,Failure,2024-08-10,2024-08-23,13,0.6,10,,
1729,293,6,Failure,2024-12-10,2024-12-24,14,0.6,10,,
1730,293,4,FalseStart,2025-10-08,,8,0.5,11,0.53,4
1731,293,11,FalseStart,2026-01-14,,11,0.55,10,0.48,4
1732,294,11,Failure,2025-09-16,2025-09-30,14,0.55,10,,
1733,294,7,Failure,2025-02-06,2025-03-16,38,0.75,12,,
1734,294,7,Failure,2025-06-12,2025-07-15,33,0.75,12,,
1735,294,2,Failure,2025-06-08,2025-06-19,11,0.5,10,,
1736,294,11,FalseStart,2026-01-05,,12,0.55,10,0.58,6
1737,295,4,Failure,2026-04-20,2026-04-27,7,0.5,11,,
1738,295,7,Failure,2026-03-09,2026-04-18,40,0.75,12,,
1739,295,5,Failure,2025-08-05,2025-08-11,6,0.45,12,,
1740,295,5,Failure,2025-05-24,2025-05-30,6,0.45,12,,
1741,295,4,FalseStart,2025-07-21,,8,0.5,11,0.42,4
1742,296,10,Failure,2024-10-06,2024-10-23,17,0.6,9,,
1743,296,3,Failure,2026-01-05,2026-01-28,23,0.6,9,,
1744,296,3,Failure,2025-05-21,2025-06-14,24,0.6,9,,
1745,296,7,Failure,2026-02-17,2026-03-29,40,0.75,12,,
1746,296,8,FalseStart,2024-07-23,,35,0.7,8,0.6,6
1747,297,8,Failure,2024-11-23,2024-12-18,25,0.7,8,,
1748,297,7,Failure,2024-09-13,2024-10-08,25,0.75,12,,
1749,297,2,Failure,2026-01-23,2026-02-03,11,0.5,10,,
1750,297,3,Failure,2025-08-29,2025-09-23,25,0.6,9,,
1751,297,3,FalseStart,2025-10-27,,21,0.6,9,0.61,6
1752,298,6,Failure,2024-10-19,2024-11-02,14,0.6,10,,
1753,298,3,Failure,2026-04-25,2026-05-19,24,0.6,9,,
1754,298,8,Failure,2025-12-24,2026-01-18,25,0.7,8,,
1755,298,12,Failure,2026-03-14,2026-03-19,5,0.5,11,,
1756,298,5,Failure,2025-06-24,2025-06-29,5,0.45,12,,
1757,298,5,Failure,2025-03-31,2025-04-06,6,0.45,12,,
1758,298,5,FalseStart,2025-06-17,,9,0.45,12,0.7,7
1759,298,7,FalseStart,2026-01-06,,26,0.75,12,0.6,6
1760,299,1,Failure,2025-04-04,2025-04-21,17,0.55,10,,
1761,299,8,Failure,2025-07-17,2025-08-14,28,0.7,8,,
1762,299,8,Failure,2024-10-14,2024-11-15,32,0.7,8,,
1763,299,7,Failure,2025-05-29,2025-07-02,34,0.75,12,,
1764,299,10,Failure,2026-01-22,2026-02-16,25,0.6,9,,
1765,299,8,FalseStart,2025-05-15,,29,0.7,8,0.65,7
1766,299,11,FalseStart,2025-01-12,,8,0.55,10,0.48,5
1767,300,7,Failure,2025-12-16,2026-01-21,36,0.75,12,,
1768,300,6,Failure,2025-12-29,2026-01-12,14,0.6,10,,
1769,300,6,Failure,2025-02-18,2025-03-10,20,0.6,10,,
1770,300,10,Failure,2026-01-23,2026-02-11,19,0.6,9,,
1771,300,7,FalseStart,2025-11-11,,32,0.75,12,0.71,8
1772,301,11,Failure,2024-10-17,2024-10-31,14,0.55,10,,
1773,301,4,Failure,2025-12-21,2026-01-03,13,0.5,11,,
1774,301,8,Failure,2025-04-03,2025-04-25,22,0.7,8,,
1775,301,1,Failure,2025-01-10,2025-01-20,10,0.55,10,,
1776,301,9,Failure,2026-05-12,2026-06-10,29,0.65,9,,
1777,301,12,Failure,2025-06-03,2025-06-09,6,0.5,11,,
1778,301,2,FalseStart,2024-12-05,,9,0.5,10,0.54,8
1779,301,2,FalseStart,2026-01-01,,14,0.5,10,0.41,5
1780,302,10,Failure,2026-03-08,2026-03-31,23,0.6,9,,
1781,302,1,Failure,2025-07-08,2025-07-24,16,0.55,10,,
1782,302,8,FalseStart,2025-07-03,,21,0.7,8,0.65,8
1783,303,3,Failure,2024-11-06,2024-11-30,24,0.6,9,,
1784,303,8,Failure,2025-03-17,2025-04-09,23,0.7,8,,
1785,303,8,Failure,2025-07-29,2025-08-21,23,0.7,8,,
1786,303,10,Failure,2025-08-31,2025-09-20,20,0.6,9,,
1787,303,10,Failure,2026-05-05,2026-05-29,24,0.6,9,,
1788,303,7,Failure,2025-07-17,2025-08-17,31,0.75,12,,
1789,303,3,Failure,2025-01-07,2025-01-28,21,0.6,9,,
1790,303,5,FalseStart,2024-11-10,,5,0.45,12,0.56,5
1791,303,11,FalseStart,2026-03-06,,13,0.55,10,0.6,4
1792,304,2,Failure,2025-12-01,2025-12-11,10,0.5,10,,
1793,304,7,Failure,2026-03-10,2026-04-19,40,0.75,12,,
1794,304,5,FalseStart,2025-08-30,,6,0.45,12,0.47,8
1795,305,7,Failure,2026-01-26,2026-03-04,37,0.75,12,,
1796,305,7,Failure,2026-05-10,2026-06-13,34,0.75,12,,
1797,305,6,Failure,2025-09-15,2025-09-29,14,0.6,10,,
1798,305,4,Failure,2024-08-17,2024-08-25,8,0.5,11,,
1799,305,7,Failure,2024-07-26,2024-09-02,38,0.75,12,,
1800,305,9,FalseStart,2026-04-26,,24,0.65,9,0.42,4
1801,305,9,FalseStart,2024-09-04,,25,0.65,9,0.43,6
1802,306,2,Failure,2025-07-08,2025-07-21,13,0.5,10,,
1803,306,8,Failure,2026-06-04,2026-06-28,24,0.7,8,,
1804,306,6,Failure,2024-10-19,2024-11-08,20,0.6,10,,
1805,306,3,Failure,2025-06-24,2025-07-14,20,0.6,9,,
1806,306,9,FalseStart,2025-09-02,,30,0.65,9,0.5,6
1807,308,8,Failure,2026-01-06,2026-02-04,29,0.7,8,,
1808,308,6,Failure,2025-02-24,2025-03-12,16,0.6,10,,
1809,308,7,Failure,2024-12-26,2025-02-01,37,0.75,12,,
1810,308,12,Failure,2026-03-28,2026-04-03,6,0.5,11,,
1811,308,8,FalseStart,2024-08-22,,29,0.7,8,0.57,5
1812,309,4,Failure,2025-12-04,2025-12-14,10,0.5,11,,
1813,309,1,Failure,2025-11-16,2025-12-01,15,0.55,10,,
1814,309,3,Failure,2025-12-26,2026-01-09,14,0.6,9,,
1815,309,4,Failure,2025-10-24,2025-11-02,9,0.5,11,,
1816,309,1,Failure,2025-06-05,2025-06-15,10,0.55,10,,
1817,309,10,Failure,2025-07-15,2025-08-04,20,0.6,9,,
1818,309,7,FalseStart,2025-09-11,,34,0.75,12,0.65,4
1819,309,8,FalseStart,2025-10-05,,23,0.7,8,0.64,5
1820,310,2,Failure,2025-12-26,2026-01-03,8,0.5,10,,
1821,310,11,Failure,2025-12-04,2025-12-15,11,0.55,10,,
1822,310,1,Failure,2026-04-27,2026-05-14,17,0.55,10,,
1823,310,7,Failure,2025-03-17,2025-04-25,39,0.75,12,,
1824,310,7,FalseStart,2025-10-10,,26,0.75,12,0.41,6
1825,311,1,Failure,2025-08-02,2025-08-17,15,0.55,10,,
1826,311,10,Failure,2025-06-11,2025-07-02,21,0.6,9,,
1827,311,10,Failure,2026-06-05,2026-06-20,15,0.6,9,,
1828,311,3,Failure,2024-12-27,2025-01-16,20,0.6,9,,
1829,311,10,Failure,2026-04-06,2026-04-26,20,0.6,9,,
1830,311,1,FalseStart,2025-04-01,,14,0.55,10,0.44,5
1831,311,6,FalseStart,2025-04-22,,16,0.6,10,0.42,6
1832,312,9,Failure,2025-12-13,2026-01-04,22,0.65,9,,
1833,313,2,Failure,2026-04-05,2026-04-18,13,0.5,10,,
1834,313,3,Failure,2025-12-24,2026-01-10,17,0.6,9,,
1835,313,1,Failure,2026-02-25,2026-03-15,18,0.55,10,,
1836,313,2,Failure,2026-06-23,2026-07-06,13,0.5,10,,
1837,313,3,FalseStart,2026-05-26,,21,0.6,9,0.44,5
1838,314,12,Failure,2025-07-15,2025-07-24,9,0.5,11,,
1839,314,2,Failure,2025-12-11,2025-12-23,12,0.5,10,,
1840,314,6,Failure,2025-12-28,2026-01-12,15,0.6,10,,
1841,314,11,Failure,2025-11-01,2025-11-10,9,0.55,10,,
1842,314,7,Failure,2025-10-06,2025-11-12,37,0.75,12,,
1843,314,9,FalseStart,2025-12-18,,27,0.65,9,0.51,8
1844,314,6,FalseStart,2025-01-10,,15,0.6,10,0.7,5
1845,315,4,Failure,2026-02-13,2026-02-21,8,0.5,11,,
1846,315,1,Failure,2025-06-02,2025-06-17,15,0.55,10,,
1847,315,3,Failure,2024-10-05,2024-10-25,20,0.6,9,,
1848,315,1,Failure,2025-07-19,2025-08-02,14,0.55,10,,
1849,315,7,Failure,2024-09-17,2024-10-22,35,0.75,12,,
1850,315,2,FalseStart,2026-01-26,,8,0.5,10,0.73,6
1851,315,3,FalseStart,2025-06-20,,21,0.6,9,0.62,7
1852,316,9,Failure,2025-03-17,2025-04-07,21,0.65,9,,
1853,316,7,Failure,2026-01-10,2026-02-09,30,0.75,12,,
1854,316,1,Failure,2025-07-20,2025-07-30,10,0.55,10,,
1855,316,7,FalseStart,2024-07-28,,39,0.75,12,0.72,5
1856,317,9,Failure,2025-09-15,2025-10-03,18,0.65,9,,
1857,317,6,Failure,2025-08-02,2025-08-14,12,0.6,10,,
1858,317,3,Failure,2026-03-30,2026-04-16,17,0.6,9,,
1859,317,4,FalseStart,2025-12-07,,10,0.5,11,0.71,5
1860,318,1,Failure,2024-12-01,2024-12-12,11,0.55,10,,
1861,318,2,Failure,2025-05-16,2025-05-26,10,0.5,10,,
1862,318,3,Failure,2025-01-17,2025-02-02,16,0.6,9,,
1863,318,10,FalseStart,2024-09-19,,20,0.6,9,0.49,5
1864,319,6,Failure,2025-12-06,2025-12-16,10,0.6,10,,
1865,319,10,Failure,2025-08-25,2025-09-18,24,0.6,9,,
1866,319,3,Failure,2025-04-16,2025-05-10,24,0.6,9,,
1867,319,6,Failure,2026-05-10,2026-05-27,17,0.6,10,,
1868,319,2,FalseStart,2026-05-24,,14,0.5,10,0.74,8
1869,320,9,Failure,2024-12-26,2025-01-16,21,0.65,9,,
1870,320,2,Failure,2025-09-28,2025-10-07,9,0.5,10,,
1871,320,6,Failure,2024-11-23,2024-12-07,14,0.6,10,,
1872,320,3,Failure,2026-04-14,2026-05-08,24,0.6,9,,
1873,320,2,Failure,2026-02-16,2026-02-28,12,0.5,10,,
1874,320,9,Failure,2025-06-21,2025-07-15,24,0.65,9,,
1875,320,7,FalseStart,2025-02-05,,40,0.75,12,0.65,5
1876,320,8,FalseStart,2025-11-06,,25,0.7,8,0.45,5
1877,321,11,Failure,2026-02-25,2026-03-11,14,0.55,10,,
1878,321,9,Failure,2025-01-28,2025-02-20,23,0.65,9,,
1879,321,12,Failure,2025-11-17,2025-11-29,12,0.5,11,,
1880,321,6,Failure,2026-03-21,2026-03-31,10,0.6,10,,
1881,321,3,Failure,2025-10-29,2025-11-13,15,0.6,9,,
1882,321,7,Failure,2024-08-03,2024-09-01,29,0.75,12,,
1883,321,2,FalseStart,2026-05-06,,10,0.5,10,0.5,6
1884,321,7,FalseStart,2026-03-19,,33,0.75,12,0.54,8
1885,322,11,Failure,2025-10-29,2025-11-12,14,0.55,10,,
1886,322,3,Failure,2025-04-26,2025-05-12,16,0.6,9,,
1887,322,4,Failure,2026-03-10,2026-03-23,13,0.5,11,,
1888,322,6,Failure,2026-01-06,2026-01-16,10,0.6,10,,
1889,322,4,Failure,2025-02-16,2025-02-26,10,0.5,11,,
1890,322,9,FalseStart,2025-02-25,,18,0.65,9,0.7,5
1891,322,7,FalseStart,2025-02-19,,29,0.75,12,0.44,4
1892,323,11,Failure,2026-04-24,2026-05-08,14,0.55,10,,
1893,323,9,Failure,2024-09-12,2024-09-30,18,0.65,9,,
1894,323,4,Failure,2025-04-11,2025-04-22,11,0.5,11,,
1895,323,8,Failure,2024-10-26,2024-11-21,26,0.7,8,,
1896,323,1,Failure,2026-03-28,2026-04-07,10,0.55,10,,
1897,323,3,Failure,2025-02-09,2025-02-26,17,0.6,9,,
1898,323,9,Failure,2024-08-24,2024-09-14,21,0.65,9,,
1899,323,4,FalseStart,2026-06-06,,7,0.5,11,0.47,8
1900,323,4,FalseStart,2025-11-28,,8,0.5,11,0.6,4
1901,324,5,Failure,2026-03-07,2026-03-13,6,0.45,12,,
1902,324,9,Failure,2026-04-27,2026-05-25,28,0.65,9,,
1903,324,2,FalseStart,2025-11-23,,15,0.5,10,0.62,6
1904,325,9,Failure,2026-01-05,2026-01-30,25,0.65,9,,
1905,325,12,Failure,2025-11-28,2025-12-07,9,0.5,11,,
1906,325,9,Failure,2025-10-22,2025-11-21,30,0.65,9,,
1907,325,7,Failure,2026-05-10,2026-06-05,26,0.75,12,,
1908,325,4,Failure,2024-08-24,2024-09-02,9,0.5,11,,
1909,325,3,Failure,2024-07-11,2024-08-02,22,0.6,9,,
1910,325,7,FalseStart,2025-07-06,,33,0.75,12,0.69,7
1911,325,4,FalseStart,2025-09-25,,11,0.5,11,0.64,5
1912,326,2,Failure,2025-02-10,2025-02-25,15,0.5,10,,
1913,326,6,Failure,2024-09-25,2024-10-07,12,0.6,10,,
1914,326,7,Failure,2026-04-12,2026-05-07,25,0.75,12,,
1915,326,10,FalseStart,2025-04-19,,23,0.6,9,0.75,4
1916,327,2,Failure,2025-09-18,2025-09-28,10,0.5,10,,
1917,327,8,Failure,2026-02-08,2026-03-01,21,0.7,8,,
1918,327,8,Failure,2025-09-15,2025-10-12,27,0.7,8,,
1919,327,11,Failure,2026-01-16,2026-01-24,8,0.55,10,,
1920,327,2,FalseStart,2025-05-12,,14,0.5,10,0.55,8
1921,328,9,Failure,2025-11-07,2025-11-26,19,0.65,9,,
1922,328,2,Failure,2026-03-30,2026-04-12,13,0.5,10,,
1923,328,2,FalseStart,2025-07-14,,14,0.5,10,0.49,8
1924,329,1,Failure,2025-03-02,2025-03-17,15,0.55,10,,
1925,329,3,Failure,2025-09-30,2025-10-15,15,0.6,9,,
1926,329,12,Failure,2025-06-11,2025-06-20,9,0.5,11,,
1927,329,2,Failure,2024-12-21,2025-01-04,14,0.5,10,,
1928,329,5,Failure,2026-06-17,2026-06-25,8,0.45,12,,
1929,329,5,FalseStart,2024-08-16,,8,0.45,12,0.48,5
1930,329,9,FalseStart,2025-04-07,,22,0.65,9,0.58,4
1931,330,7,Failure,2026-05-01,2026-05-28,27,0.75,12,,
1932,330,9,Failure,2024-07-14,2024-08-13,30,0.65,9,,
1933,330,1,Failure,2025-12-29,2026-01-12,14,0.55,10,,
1934,330,9,Failure,2025-01-05,2025-01-30,25,0.65,9,,
1935,330,3,Failure,2025-02-11,2025-03-06,23,0.6,9,,
1936,330,8,Failure,2025-04-10,2025-05-12,32,0.7,8,,
1937,330,12,Failure,2025-05-04,2025-05-09,5,0.5,11,,
1938,330,1,FalseStart,2024-07-24,,13,0.55,10,0.63,4
1939,330,9,FalseStart,2024-08-07,,28,0.65,9,0.64,6
1940,331,7,Failure,2026-04-07,2026-05-03,26,0.75,12,,
1941,331,8,Failure,2025-10-15,2025-11-14,30,0.7,8,,
1942,331,7,Failure,2024-12-30,2025-01-24,25,0.75,12,,
1943,331,8,Failure,2024-07-21,2024-08-21,31,0.7,8,,
1944,331,5,Failure,2024-09-12,2024-09-17,5,0.45,12,,
1945,331,8,FalseStart,2025-10-06,,30,0.7,8,0.75,5
1946,331,2,FalseStart,2024-09-12,,8,0.5,10,0.75,6
1947,332,1,Failure,2026-06-02,2026-06-15,13,0.55,10,,
1948,333,2,Failure,2025-03-06,2025-03-21,15,0.5,10,,
1949,333,6,Failure,2025-03-15,2025-03-30,15,0.6,10,,
1950,333,9,Failure,2025-10-17,2025-11-07,21,0.65,9,,
1951,333,9,Failure,2026-05-10,2026-06-09,30,0.65,9,,
1952,333,7,FalseStart,2025-03-01,,27,0.75,12,0.71,8
1953,334,3,Failure,2024-12-10,2025-01-03,24,0.6,9,,
1954,334,8,Failure,2024-11-25,2024-12-27,32,0.7,8,,
1955,334,6,Failure,2024-09-11,2024-09-28,17,0.6,10,,
1956,334,10,Failure,2025-06-27,2025-07-17,20,0.6,9,,
1957,334,8,Failure,2025-11-24,2025-12-19,25,0.7,8,,
1958,334,7,Failure,2025-09-30,2025-11-02,33,0.75,12,,
1959,334,8,Failure,2025-01-21,2025-02-15,25,0.7,8,,
1960,334,5,FalseStart,2026-04-01,,5,0.45,12,0.64,5
1961,334,1,FalseStart,2025-02-17,,17,0.55,10,0.71,8
1962,335,7,Failure,2025-07-20,2025-08-29,40,0.75,12,,
1963,335,3,Failure,2025-04-08,2025-05-01,23,0.6,9,,
1964,335,1,Failure,2025-07-15,2025-07-28,13,0.55,10,,
1965,335,3,Failure,2025-03-04,2025-03-29,25,0.6,9,,
1966,335,2,Failure,2024-07-16,2024-07-29,13,0.5,10,,
1967,335,4,Failure,2026-05-11,2026-05-22,11,0.5,11,,
1968,335,5,FalseStart,2026-04-27,,8,0.45,12,0.59,5
1969,335,1,FalseStart,2025-03-03,,12,0.55,10,0.52,4
1970,336,9,Failure,2025-07-08,2025-07-31,23,0.65,9,,
1971,336,4,Failure,2025-02-09,2025-02-18,9,0.5,11,,
1972,336,10,Failure,2024-07-18,2024-08-08,21,0.6,9,,
1973,336,9,FalseStart,2026-01-31,,18,0.65,9,0.7,8
1974,337,7,Failure,2024-11-24,2024-12-24,30,0.75,12,,
1975,337,3,Failure,2025-10-22,2025-11-07,16,0.6,9,,
1976,337,9,Failure,2025-03-10,2025-03-30,20,0.65,9,,
1977,337,7,Failure,2025-04-22,2025-06-01,40,0.75,12,,
1978,337,1,Failure,2025-04-10,2025-04-24,14,0.55,10,,
1979,337,6,FalseStart,2024-10-06,,12,0.6,10,0.42,7
1980,337,2,FalseStart,2024-07-21,,9,0.5,10,0.45,7
1981,338,1,Failure,2025-08-22,2025-09-05,14,0.55,10,,
1982,338,5,Failure,2024-11-07,2024-11-15,8,0.45,12,,
1983,338,8,Failure,2024-09-15,2024-10-14,29,0.7,8,,
1984,338,12,Failure,2025-04-15,2025-04-22,7,0.5,11,,
1985,338,9,Failure,2025-09-10,2025-10-01,21,0.65,9,,
1986,338,11,Failure,2024-11-17,2024-12-02,15,0.55,10,,
1987,338,10,FalseStart,2026-05-01,,23,0.6,9,0.42,7
1988,338,12,FalseStart,2026-03-25,,10,0.5,11,0.47,7
1989,339,3,Failure,2025-04-04,2025-04-24,20,0.6,9,,
1990,339,9,Failure,2024-08-24,2024-09-18,25,0.65,9,,
1991,339,7,Failure,2024-11-28,2025-01-07,40,0.75,12,,
1992,339,8,Failure,2025-03-16,2025-04-20,35,0.7,8,,
1993,339,3,Failure,2024-07-19,2024-08-07,19,0.6,9,,
1994,339,6,FalseStart,2024-08-02,,14,0.6,10,0.58,7
1995,339,1,FalseStart,2026-01-02,,11,0.55,10,0.57,4
1996,340,10,Failure,2025-05-12,2025-06-03,22,0.6,9,,
1997,340,3,Failure,2024-11-07,2024-11-29,22,0.6,9,,
1998,340,2,Failure,2024-09-10,2024-09-20,10,0.5,10,,
1999,340,9,Failure,2024-10-26,2024-11-24,29,0.65,9,,
2000,340,11,Failure,2025-06-29,2025-07-09,10,0.55,10,,
2001,340,9,Failure,2026-01-17,2026-02-15,29,0.65,9,,
2002,340,1,Failure,2025-11-05,2025-11-16,11,0.55,10,,
2003,340,2,FalseStart,2025-09-20,,13,0.5,10,0.46,5
2004,340,11,FalseStart,2025-11-03,,14,0.55,10,0.43,6
2005,341,1,Failure,2025-11-07,2025-11-25,18,0.55,10,,
2006,341,8,Failure,2025-07-24,2025-08-13,20,0.7,8,,
2007,341,5,Failure,2025-08-07,2025-08-17,10,0.45,12,,
2008,341,8,Failure,2025-12-09,2026-01-05,27,0.7,8,,
2009,341,11,FalseStart,2025-01-25,,8,0.55,10,0.69,5
2010,342,2,Failure,2025-07-02,2025-07-14,12,0.5,10,,
2011,342,3,Failure,2026-02-05,2026-02-23,18,0.6,9,,
2012,342,1,Failure,2025-05-10,2025-05-20,10,0.55,10,,
2013,342,12,Failure,2025-04-30,2025-05-12,12,0.5,11,,
2014,342,10,FalseStart,2025-08-20,,19,0.6,9,0.59,4
2015,343,1,Failure,2024-09-25,2024-10-06,11,0.55,10,,
2016,343,8,Failure,2024-09-19,2024-10-20,31,0.7,8,,
